gbifID,identifier,references,VF,institutionID,collectionID,datasetID,institutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,recordNumber,recordedBy,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,organismID,eventDate,Date_2,Year_2,Month_2,Day_2,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNotes,country,countryCode,stateProvince,county,municipality,locality,verbatimElevation,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,taxonID,scientificName,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,Decade,DOY
1990604152,19916695,https://www.inaturalist.org/observations/19916695,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19916695,19916695,,Fred Melgert / Carla Hoegen,,,,,wild,,,,,,,2019-01-26T10:07:00-08:00,2019-01-26,2019,01,26,18:07:00Z,,,,,,2019/01/26 10:07 AM PST,,,,US,California,,,,,33.17333333,-116.1908333,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,26
1990604144,19916693,https://www.inaturalist.org/observations/19916693,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19916693,19916693,,Fred Melgert / Carla Hoegen,,,,,wild,,,,,,,2019-01-26T09:29:00-08:00,2019-01-26,2019,01,26,17:29:00Z,,,,,,2019/01/26 9:29 AM PST,,,,US,California,,,,,33.17070333,-116.1941767,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,26
1993733006,20041763,https://www.inaturalist.org/observations/20041763,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20041763,20041763,,Steve Ganley,,,flowering,,wild,,,,,,,2019-01-27T08:54:00-07:00,2019-01-27,2019,01,27,15:54:00Z,,,,,,2019/01/27 8:54 AM MST,,,,US,California,,,,,33.6765989,-115.8013308,,244,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990616303,19948298,https://www.inaturalist.org/observations/19948298,YES,,,,iNaturalist,HumanObservation,Coordinate uncertainty increased to 28902m at the request of the observer,https://www.inaturalist.org/observations/19948298,19948298,,Colin Barrows,,,flowering,,wild,,,,,,,2019-01-27T10:08:00-08:00,2019-01-27,2019,01,27,18:08:00Z,,,,,,2019/01/27 10:08 AM PST,,,,US,California,,,,,33.8188895,-116.2953446,,28902,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990616300,19948257,https://www.inaturalist.org/observations/19948257,YES,,,,iNaturalist,HumanObservation,Coordinate uncertainty increased to 28902m at the request of the observer,https://www.inaturalist.org/observations/19948257,19948257,,Colin Barrows,,,flowering,,wild,,,,,,,2019-01-27T09:52:00-08:00,2019-01-27,2019,01,27,17:52:00Z,,,,,,2019/01/27 9:52 AM PST,,,,US,California,,,,,33.95713148,-116.3299153,,28902,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990616214,19948242,https://www.inaturalist.org/observations/19948242,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19948242,19948242,,Colin Barrows,,,flowering,,wild,,,,,,,2019-01-27T09:30:00-08:00,2019-01-27,2019,01,27,17:30:00Z,,,,,,2019/01/27 9:30 AM PST,,,,US,California,,,,,33.82439667,-116.3270367,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990616166,19948161,https://www.inaturalist.org/observations/19948161,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19948161,19948161,,Colin Barrows,,,flowering,,wild,,,,,,,2019-01-27T07:08:00-08:00,2019-01-27,2019,01,27,15:08:00Z,,,,,,2019/01/27 7:08 AM PST,,,,US,California,,,,,33.82268667,-116.32517,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990614559,19943938,https://www.inaturalist.org/observations/19943938,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19943938,19943938,,Don Rideout,,,flowering,,wild,,,,,,,2019-01-27T15:52:00-08:00,2019-01-27,2019,01,27,23:52:00Z,,,,,,2019/01/27 3:52 PM PST,,,,US,California,,,,,33.28158661,-116.143109,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,27
1990626932,19978057,https://www.inaturalist.org/observations/19978057,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19978057,19978057,,Fred Melgert / Carla Hoegen,,,,,wild,,,,,,,2019-01-28T09:17:00-08:00,2019-01-28,2019,01,28,17:17:00Z,,,,,,2019/01/28 9:17 AM PST,,,,US,California,,,,,33.172105,-116.1824517,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,28
1990626918,19978056,https://www.inaturalist.org/observations/19978056,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19978056,19978056,,Fred Melgert / Carla Hoegen,,,,,wild,,,,,,,2019-01-28T08:37:00-08:00,2019-01-28,2019,01,28,16:37:00Z,,,,,,2019/01/28 8:37 AM PST,,,,US,California,,,,,33.16009333,-116.1844583,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,28
